nExp, Time,   ID,       F 0,       F 1,       F 2,       F 3,       F 4,       F 5,       F 6 
  27,    4,    0,     1.000,    -0.167,    -0.606,     0.629,     0.629,     0.395,     0.248,    -5
  27,    5,    0,     1.000,    -0.083,    -0.515,     0.522,     0.522,     0.272,     0.142,    -5
  27,    6,    0,     1.000,     0.000,    -0.424,     0.424,     0.424,     0.180,     0.076,    -5
  27,    7,    0,     1.000,     0.000,    -0.333,     0.333,     0.333,     0.111,     0.037,    -5
  27,    8,    0,     1.000,     0.000,    -0.242,     0.242,     0.242,     0.059,     0.014,    -5
  27,    9,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,     0
  28,    0,    0,     0.000,     0.083,    -0.061,     0.103,     0.103,     0.011,     0.001,     0
  28,    1,    0,     0.000,     0.167,    -0.667,     0.687,     0.687,     0.472,     0.325,     0
  28,    2,    0,     0.000,     0.250,    -0.576,     0.628,     0.628,     0.394,     0.247,     0
  28,    3,    0,     0.000,     0.333,    -0.485,     0.588,     0.588,     0.346,     0.204,    -5
  28,    4,    0,     0.000,     0.417,    -0.394,     0.573,     0.573,     0.329,     0.189,    -5
  28,    5,    0,     0.000,     0.500,    -0.303,     0.585,     0.585,     0.342,     0.200,    -5
  28,    6,    0,     0.000,     0.583,    -0.212,     0.621,     0.621,     0.385,     0.239,    -5
  28,    7,    0,     0.000,     0.667,    -0.121,     0.678,     0.678,     0.459,     0.311,    -5
  28,    8,    0,     0.000,     0.750,    -0.030,     0.751,     0.751,     0.563,     0.423,    -5
  28,    9,    0,     0.000,     0.833,     0.061,     0.836,     0.836,     0.698,     0.583,    -5
  28,   10,    0,     0.000,     0.917,     0.152,     0.929,     0.929,     0.863,     0.802,    -5
  29,    0,    0,     0.000,     1.000,     0.242,     1.029,     1.029,     1.059,     1.089,     0
  29,    1,    0,     0.000,    -0.417,    -0.773,     0.878,     0.878,     0.771,     0.677,    -5
  29,    2,    0,     1.000,    -0.333,    -0.682,     0.759,     0.759,     0.576,     0.437,    -5
  29,    3,    0,     1.000,    -0.250,    -0.591,     0.642,     0.642,     0.412,     0.264,    -5
  29,    4,    0,     1.000,    -0.167,    -0.500,     0.527,     0.527,     0.278,     0.146,    -5
  29,    5,    0,     1.000,    -0.083,    -0.409,     0.417,     0.417,     0.174,     0.073,    -5
  29,    6,    0,     1.000,     0.000,    -0.318,     0.318,     0.318,     0.101,     0.032,    -5
  29,    7,    0,     1.000,     0.000,    -0.227,     0.227,     0.227,     0.052,     0.012,    -5
  29,    8,    0,     1.000,     0.000,    -0.136,     0.136,     0.136,     0.019,     0.003,    -5
  29,    9,    0,     1.000,     0.000,    -0.045,     0.045,     0.045,     0.002,     0.000,     0
  29,   10,    0,     0.000,     0.083,     0.045,     0.095,     0.095,     0.009,     0.001,     0
  30,    0,    0,     0.000,     0.083,     0.136,     0.160,     0.160,     0.026,     0.004,     0
  30,    1,    0,     0.000,    -0.500,    -0.879,     1.011,     1.011,     1.022,     1.034,     0
  30,    2,    0,     0.000,    -0.417,    -0.788,     0.891,     0.891,     0.794,     0.708,    -5
  30,    3,    0,     1.000,    -0.333,    -0.697,     0.773,     0.773,     0.597,     0.461,    -5
  30,    4,    0,     1.000,    -0.250,    -0.606,     0.656,     0.656,     0.430,     0.282,    -5
  30,    5,    0,     1.000,    -0.167,    -0.515,     0.541,     0.541,     0.293,     0.159,    -5
  30,    6,    0,     1.000,    -0.083,    -0.424,     0.432,     0.432,     0.187,     0.081,    -5
  30,    7,    0,     1.000,     0.000,    -0.333,     0.333,     0.333,     0.111,     0.037,    -5
  30,    8,    0,     1.000,     0.000,    -0.242,     0.242,     0.242,     0.059,     0.014,    -5
  30,    9,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,    -5
  30,   10,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,     0
  31,    0,    0,     0.000,     0.083,     0.030,     0.089,     0.089,     0.008,     0.001,     0
  31,    1,    0,     0.000,    -0.500,    -0.879,     1.011,     1.011,     1.022,     1.034,     0
  31,    2,    0,     0.000,    -0.417,    -0.788,     0.891,     0.891,     0.794,     0.708,    -5
  31,    3,    0,     1.000,    -0.333,    -0.697,     0.773,     0.773,     0.597,     0.461,    -5
  31,    4,    0,     1.000,    -0.250,    -0.606,     0.656,     0.656,     0.430,     0.282,    -5
  31,    5,    0,     1.000,    -0.167,    -0.515,     0.541,     0.541,     0.293,     0.159,    -5
  31,    6,    0,     1.000,    -0.083,    -0.424,     0.432,     0.432,     0.187,     0.081,    -5
  31,    7,    0,     1.000,     0.000,    -0.333,     0.333,     0.333,     0.111,     0.037,    -5
  31,    8,    0,     1.000,     0.000,    -0.242,     0.242,     0.242,     0.059,     0.014,    -5
  31,    9,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,    -5
  31,   10,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,     0
  32,    0,    0,     0.000,     0.083,     0.030,     0.089,     0.089,     0.008,     0.001,     0
  32,    1,    0,     0.000,    -0.417,    -0.682,     0.799,     0.799,     0.638,     0.510,    -5
  32,    2,    0,     1.000,    -0.333,    -0.591,     0.678,     0.678,     0.460,     0.312,    -5
  32,    3,    0,     1.000,    -0.250,    -0.500,     0.559,     0.559,     0.313,     0.175,    -5
  32,    4,    0,     1.000,    -0.167,    -0.409,     0.442,     0.442,     0.195,     0.086,    -5
  32,    5,    0,     1.000,    -0.083,    -0.318,     0.329,     0.329,     0.108,     0.036,    -5
  32,    6,    0,     1.000,     0.000,    -0.227,     0.227,     0.227,     0.052,     0.012,    -5
  32,    7,    0,     1.000,     0.000,    -0.136,     0.136,     0.136,     0.019,     0.003,    -5
  32,    8,    0,     1.000,     0.000,    -0.045,     0.045,     0.045,     0.002,     0.000,   995
  33,    0,    0,     1.000,     0.000,    -0.045,     0.045,     0.045,     0.002,     0.000,     0
  33,    1,    0,     0.000,    -0.417,    -0.667,     0.786,     0.786,     0.618,     0.486,    -5
  33,    2,    0,     1.000,    -0.333,    -0.576,     0.665,     0.665,     0.443,     0.294,    -5
  33,    3,    0,     1.000,    -0.250,    -0.485,     0.546,     0.546,     0.298,     0.162,    -5
  33,    4,    0,     1.000,    -0.167,    -0.394,     0.428,     0.428,     0.183,     0.078,    -5
  33,    5,    0,     1.000,    -0.083,    -0.303,     0.314,     0.314,     0.099,     0.031,    -5
  33,    6,    0,     1.000,     0.000,    -0.212,     0.212,     0.212,     0.045,     0.010,    -5
  33,    7,    0,     1.000,     0.000,    -0.121,     0.121,     0.121,     0.015,     0.002,    -5
  33,    8,    0,     1.000,     0.000,    -0.030,     0.030,     0.030,     0.001,     0.000,   995
  34,    0,    0,     1.000,     0.000,    -0.030,     0.030,     0.030,     0.001,     0.000,     0
  34,    1,    0,     0.000,    -0.417,    -0.606,     0.735,     0.735,     0.541,     0.398,    -5
  34,    2,    0,     1.000,    -0.333,    -0.515,     0.614,     0.614,     0.376,     0.231,    -5
  34,    3,    0,     1.000,    -0.250,    -0.424,     0.492,     0.492,     0.242,     0.119,    -5
  34,    4,    0,     1.000,    -0.167,    -0.333,     0.373,     0.373,     0.139,     0.052,    -5
  34,    5,    0,     1.000,    -0.083,    -0.242,     0.256,     0.256,     0.066,     0.017,    -5
  34,    6,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,    -5
  34,    7,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,   995
  35,    0,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,     0
  35,    1,    0,     0.000,     0.167,    -0.364,     0.400,     0.400,     0.160,     0.064,     0
  35,    2,    0,     0.000,     0.250,    -0.273,     0.370,     0.370,     0.137,     0.051,     0
  35,    3,    0,     0.000,     0.333,    -0.182,     0.380,     0.380,     0.144,     0.055,    -5
  35,    4,    0,     0.000,     0.417,    -0.091,     0.426,     0.426,     0.182,     0.078,    -5
  35,    5,    0,     0.000,     0.500,     0.000,     0.500,     0.500,     0.250,     0.125,    -5
  35,    6,    0,     0.000,     0.583,     0.091,     0.590,     0.590,     0.349,     0.206,    -5
  35,    7,    0,     0.000,     0.667,     0.182,     0.691,     0.691,     0.478,     0.330,    -5
  35,    8,    0,     0.000,     0.750,     0.273,     0.798,     0.798,     0.637,     0.508,    -5
  35,    9,    0,     0.000,     0.833,     0.364,     0.909,     0.909,     0.827,     0.752,    -5
  35,   10,    0,     0.000,     0.917,     0.455,     1.023,     1.023,     1.047,     1.071,    -5
  36,    0,    0,     0.000,     1.000,     0.545,     1.139,     1.139,     1.298,     1.478,     0
  36,    1,    0,     0.000,    -0.417,    -0.788,     0.891,     0.891,     0.794,     0.708,    -5
  36,    2,    0,     1.000,    -0.333,    -0.697,     0.773,     0.773,     0.597,     0.461,    -5
  36,    3,    0,     1.000,    -0.250,    -0.606,     0.656,     0.656,     0.430,     0.282,    -5
  36,    4,    0,     1.000,    -0.167,    -0.515,     0.541,     0.541,     0.293,     0.159,    -5
  36,    5,    0,     1.000,    -0.083,    -0.424,     0.432,     0.432,     0.187,     0.081,    -5
  36,    6,    0,     1.000,     0.000,    -0.333,     0.333,     0.333,     0.111,     0.037,    -5
  36,    7,    0,     1.000,     0.000,    -0.242,     0.242,     0.242,     0.059,     0.014,    -5
  36,    8,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,    -5
  36,    9,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,     0
  36,   10,    0,     0.000,     0.083,     0.030,     0.089,     0.089,     0.008,     0.001,     0
  37,    0,    0,     0.000,     0.083,     0.121,     0.147,     0.147,     0.022,     0.003,     0
  37,    1,    0,     0.000,     0.083,    -0.182,     0.200,     0.200,     0.040,     0.008,     0
  37,    2,    0,     0.000,     0.083,    -0.091,     0.123,     0.123,     0.015,     0.002,     0
  37,    3,    0,     0.000,     0.083,     0.000,     0.083,     0.083,     0.007,     0.001,     0
  37,    4,    0,     0.000,     0.083,     0.091,     0.123,     0.123,     0.015,     0.002,     0
  37,    5,    0,     0.000,     0.083,     0.182,     0.200,     0.200,     0.040,     0.008,     0
  37,    6,    0,     0.000,     0.083,     0.273,     0.285,     0.285,     0.081,     0.023,     0
  37,    7,    0,     0.000,     0.083,     0.364,     0.373,     0.373,     0.139,     0.052,     0
  37,    8,    0,     0.000,     0.083,     0.455,     0.462,     0.462,     0.214,     0.099,     0
  37,    9,    0,     0.000,     0.083,     0.545,     0.552,     0.552,     0.304,     0.168,     0
  37,   10,    0,     0.000,     0.083,     0.636,     0.642,     0.642,     0.412,     0.264,     0
  38,    0,    0,     0.000,     0.083,     0.727,     0.732,     0.732,     0.536,     0.392,     0
  38,    1,    0,     0.000,    -0.500,    -0.894,     1.024,     1.024,     1.049,     1.075,     0
  38,    2,    0,     0.000,    -0.417,    -0.803,     0.905,     0.905,     0.818,     0.740,    -5
  38,    3,    0,     1.000,    -0.333,    -0.712,     0.786,     0.786,     0.618,     0.486,    -5
  38,    4,    0,     1.000,    -0.250,    -0.621,     0.670,     0.670,     0.448,     0.300,    -5
  38,    5,    0,     1.000,    -0.167,    -0.530,     0.556,     0.556,     0.309,     0.172,    -5
  38,    6,    0,     1.000,    -0.083,    -0.439,     0.447,     0.447,     0.200,     0.089,    -5
  38,    7,    0,     1.000,     0.000,    -0.348,     0.348,     0.348,     0.121,     0.042,    -5
  38,    8,    0,     1.000,     0.000,    -0.258,     0.258,     0.258,     0.066,     0.017,    -5
  38,    9,    0,     1.000,     0.000,    -0.167,     0.167,     0.167,     0.028,     0.005,    -5
  39,    0,    0,     1.000,     0.000,    -0.076,     0.076,     0.076,     0.006,     0.000,     0
  39,    1,    0,     0.000,    -0.500,    -0.970,     1.091,     1.091,     1.190,     1.299,     0
  39,    2,    0,     0.000,    -0.417,    -0.879,     0.973,     0.973,     0.946,     0.920,    -5
  39,    3,    0,     1.000,    -0.333,    -0.788,     0.855,     0.855,     0.732,     0.626,    -5
  39,    4,    0,     1.000,    -0.250,    -0.697,     0.740,     0.740,     0.548,     0.406,    -5
  39,    5,    0,     1.000,    -0.167,    -0.606,     0.629,     0.629,     0.395,     0.248,    -5
  39,    6,    0,     1.000,    -0.083,    -0.515,     0.522,     0.522,     0.272,     0.142,    -5
  39,    7,    0,     1.000,     0.000,    -0.424,     0.424,     0.424,     0.180,     0.076,    -5
  39,    8,    0,     1.000,     0.000,    -0.333,     0.333,     0.333,     0.111,     0.037,    -5
  39,    9,    0,     1.000,     0.000,    -0.242,     0.242,     0.242,     0.059,     0.014,    -5
  39,   10,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,     0
  40,    0,    0,     0.000,     0.083,    -0.061,     0.103,     0.103,     0.011,     0.001,     0
  40,    1,    0,     0.000,    -0.500,    -0.970,     1.091,     1.091,     1.190,     1.299,     0
  40,    2,    0,     0.000,    -0.417,    -0.879,     0.973,     0.973,     0.946,     0.920,    -5
  40,    3,    0,     1.000,    -0.333,    -0.788,     0.855,     0.855,     0.732,     0.626,    -5
  40,    4,    0,     1.000,    -0.250,    -0.697,     0.740,     0.740,     0.548,     0.406,    -5
  40,    5,    0,     1.000,    -0.167,    -0.606,     0.629,     0.629,     0.395,     0.248,    -5
  40,    6,    0,     1.000,    -0.083,    -0.515,     0.522,     0.522,     0.272,     0.142,    -5
  40,    7,    0,     1.000,     0.000,    -0.424,     0.424,     0.424,     0.180,     0.076,    -5
  40,    8,    0,     1.000,     0.000,    -0.333,     0.333,     0.333,     0.111,     0.037,    -5
  40,    9,    0,     1.000,     0.000,    -0.242,     0.242,     0.242,     0.059,     0.014,    -5
  40,   10,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,     0
  41,    0,    0,     0.000,     0.083,    -0.061,     0.103,     0.103,     0.011,     0.001,     0
  41,    1,    0,     0.000,    -0.417,    -0.682,     0.799,     0.799,     0.638,     0.510,    -5
  41,    2,    0,     1.000,    -0.333,    -0.591,     0.678,     0.678,     0.460,     0.312,    -5
  41,    3,    0,     1.000,    -0.250,    -0.500,     0.559,     0.559,     0.313,     0.175,    -5
  41,    4,    0,     1.000,    -0.167,    -0.409,     0.442,     0.442,     0.195,     0.086,    -5
  41,    5,    0,     1.000,    -0.083,    -0.318,     0.329,     0.329,     0.108,     0.036,    -5
  41,    6,    0,     1.000,     0.000,    -0.227,     0.227,     0.227,     0.052,     0.012,    -5
  41,    7,    0,     1.000,     0.000,    -0.136,     0.136,     0.136,     0.019,     0.003,    -5
  41,    8,    0,     1.000,     0.000,    -0.045,     0.045,     0.045,     0.002,     0.000,   995
  42,    0,    0,     1.000,     0.000,    -0.045,     0.045,     0.045,     0.002,     0.000,     0
  42,    1,    0,     0.000,    -0.417,    -0.621,     0.748,     0.748,     0.560,     0.419,    -5
  42,    2,    0,     1.000,    -0.333,    -0.530,     0.626,     0.626,     0.392,     0.246,    -5
  42,    3,    0,     1.000,    -0.250,    -0.439,     0.506,     0.506,     0.256,     0.129,    -5
  42,    4,    0,     1.000,    -0.167,    -0.348,     0.386,     0.386,     0.149,     0.058,    -5
  42,    5,    0,     1.000,    -0.083,    -0.258,     0.271,     0.271,     0.073,     0.020,    -5
  42,    6,    0,     1.000,     0.000,    -0.167,     0.167,     0.167,     0.028,     0.005,    -5
  42,    7,    0,     1.000,     0.000,    -0.076,     0.076,     0.076,     0.006,     0.000,   995
  43,    0,    0,     1.000,     0.000,    -0.076,     0.076,     0.076,     0.006,     0.000,     0
  43,    1,    0,     0.000,    -0.500,    -0.955,     1.078,     1.078,     1.161,     1.251,     0
  43,    2,    0,     0.000,    -0.417,    -0.864,     0.959,     0.959,     0.919,     0.882,    -5
  43,    3,    0,     1.000,    -0.333,    -0.773,     0.842,     0.842,     0.708,     0.596,    -5
  43,    4,    0,     1.000,    -0.250,    -0.682,     0.726,     0.726,     0.527,     0.383,    -5
  43,    5,    0,     1.000,    -0.167,    -0.591,     0.614,     0.614,     0.377,     0.231,    -5
  43,    6,    0,     1.000,    -0.083,    -0.500,     0.507,     0.507,     0.257,     0.130,    -5
  43,    7,    0,     1.000,     0.000,    -0.409,     0.409,     0.409,     0.167,     0.068,    -5
  43,    8,    0,     1.000,     0.000,    -0.318,     0.318,     0.318,     0.101,     0.032,    -5
  43,    9,    0,     1.000,     0.000,    -0.227,     0.227,     0.227,     0.052,     0.012,    -5
  43,   10,    0,     1.000,     0.000,    -0.136,     0.136,     0.136,     0.019,     0.003,     0
  44,    0,    0,     0.000,     0.083,    -0.045,     0.095,     0.095,     0.009,     0.001,     0
  44,    1,    0,     0.000,    -0.500,    -0.894,     1.024,     1.024,     1.049,     1.075,     0
  44,    2,    0,     0.000,    -0.417,    -0.803,     0.905,     0.905,     0.818,     0.740,    -5
  44,    3,    0,     1.000,    -0.333,    -0.712,     0.786,     0.786,     0.618,     0.486,    -5
  44,    4,    0,     1.000,    -0.250,    -0.621,     0.670,     0.670,     0.448,     0.300,    -5
  44,    5,    0,     1.000,    -0.167,    -0.530,     0.556,     0.556,     0.309,     0.172,    -5
  44,    6,    0,     1.000,    -0.083,    -0.439,     0.447,     0.447,     0.200,     0.089,    -5
  44,    7,    0,     1.000,     0.000,    -0.348,     0.348,     0.348,     0.121,     0.042,    -5
  44,    8,    0,     1.000,     0.000,    -0.258,     0.258,     0.258,     0.066,     0.017,    -5
  44,    9,    0,     1.000,     0.000,    -0.167,     0.167,     0.167,     0.028,     0.005,    -5
  44,   10,    0,     1.000,     0.000,    -0.076,     0.076,     0.076,     0.006,     0.000,     0
  45,    0,    0,     0.000,     0.083,     0.015,     0.085,     0.085,     0.007,     0.001,     0
  45,    1,    0,     0.000,    -0.500,    -0.864,     0.998,     0.998,     0.996,     0.994,     0
  45,    2,    0,     0.000,    -0.417,    -0.773,     0.878,     0.878,     0.771,     0.677,    -5
  45,    3,    0,     1.000,    -0.333,    -0.682,     0.759,     0.759,     0.576,     0.437,    -5
  45,    4,    0,     1.000,    -0.250,    -0.591,     0.642,     0.642,     0.412,     0.264,    -5
  45,    5,    0,     1.000,    -0.167,    -0.500,     0.527,     0.527,     0.278,     0.146,    -5
  45,    6,    0,     1.000,    -0.083,    -0.409,     0.417,     0.417,     0.174,     0.073,    -5
  45,    7,    0,     1.000,     0.000,    -0.318,     0.318,     0.318,     0.101,     0.032,    -5
  45,    8,    0,     1.000,     0.000,    -0.227,     0.227,     0.227,     0.052,     0.012,    -5
  45,    9,    0,     1.000,     0.000,    -0.136,     0.136,     0.136,     0.019,     0.003,    -5
  45,   10,    0,     1.000,     0.000,    -0.045,     0.045,     0.045,     0.002,     0.000,     0
  46,    0,    0,     0.000,     0.083,     0.045,     0.095,     0.095,     0.009,     0.001,     0
  46,    1,    0,     0.000,     0.083,    -0.652,     0.657,     0.657,     0.431,     0.283,     0
  46,    2,    0,     0.000,     0.083,    -0.561,     0.567,     0.567,     0.321,     0.182,     0
  46,    3,    0,     0.000,     0.083,    -0.470,     0.477,     0.477,     0.228,     0.109,     0
  46,    4,    0,     0.000,     0.083,    -0.379,     0.388,     0.388,     0.150,     0.058,     0
  46,    5,    0,     0.000,     0.083,    -0.288,     0.300,     0.300,     0.090,     0.027,     0
  46,    6,    0,     0.000,     0.083,    -0.197,     0.214,     0.214,     0.046,     0.010,     0
  46,    7,    0,     0.000,     0.083,    -0.106,     0.135,     0.135,     0.018,     0.002,     0
  46,    8,    0,     0.000,     0.083,    -0.015,     0.085,     0.085,     0.007,     0.001,     0
  46,    9,    0,     0.000,     0.083,     0.076,     0.113,     0.113,     0.013,     0.001,     0
  46,   10,    0,     0.000,     0.083,     0.167,     0.186,     0.186,     0.035,     0.006,     0
  47,    0,    0,     0.000,     0.083,     0.258,     0.271,     0.271,     0.073,     0.020,     0
  47,    1,    0,     0.000,    -0.500,    -0.909,     1.038,     1.038,     1.076,     1.117,     0
  47,    2,    0,     0.000,    -0.417,    -0.818,     0.918,     0.918,     0.843,     0.774,    -5
  47,    3,    0,     1.000,    -0.333,    -0.727,     0.800,     0.800,     0.640,     0.512,    -5
  47,    4,    0,     1.000,    -0.250,    -0.636,     0.684,     0.684,     0.467,     0.320,    -5
  47,    5,    0,     1.000,    -0.167,    -0.545,     0.570,     0.570,     0.325,     0.186,    -5
  47,    6,    0,     1.000,    -0.083,    -0.455,     0.462,     0.462,     0.214,     0.099,    -5
  47,    7,    0,     1.000,     0.000,    -0.364,     0.364,     0.364,     0.132,     0.048,    -5
  47,    8,    0,     1.000,     0.000,    -0.273,     0.273,     0.273,     0.074,     0.020,    -5
  47,    9,    0,     1.000,     0.000,    -0.182,     0.182,     0.182,     0.033,     0.006,    -5
  48,    0,    0,     1.000,     0.000,    -0.091,     0.091,     0.091,     0.008,     0.001,     0
  48,    1,    0,     0.000,    -0.500,    -0.818,     0.959,     0.959,     0.919,     0.882,     0
  48,    2,    0,     0.000,    -0.417,    -0.727,     0.838,     0.838,     0.703,     0.589,    -5
  48,    3,    0,     1.000,    -0.333,    -0.636,     0.718,     0.718,     0.516,     0.371,    -5
  48,    4,    0,     1.000,    -0.250,    -0.545,     0.600,     0.600,     0.360,     0.216,    -5
  48,    5,    0,     1.000,    -0.167,    -0.455,     0.484,     0.484,     0.234,     0.113,    -5
  48,    6,    0,     1.000,    -0.083,    -0.364,     0.373,     0.373,     0.139,     0.052,    -5
  48,    7,    0,     1.000,     0.000,    -0.273,     0.273,     0.273,     0.074,     0.020,    -5
  48,    8,    0,     1.000,     0.000,    -0.182,     0.182,     0.182,     0.033,     0.006,    -5
  48,    9,    0,     1.000,     0.000,    -0.091,     0.091,     0.091,     0.008,     0.001,   995
  49,    0,    0,     1.000,     0.000,    -0.091,     0.091,     0.091,     0.008,     0.001,     0
  49,    1,    0,     0.000,    -0.417,    -0.758,     0.865,     0.865,     0.748,     0.646,    -5
  49,    2,    0,     1.000,    -0.333,    -0.667,     0.745,     0.745,     0.556,     0.414,    -5
  49,    3,    0,     1.000,    -0.250,    -0.576,     0.628,     0.628,     0.394,     0.247,    -5
  49,    4,    0,     1.000,    -0.167,    -0.485,     0.513,     0.513,     0.263,     0.135,    -5
  49,    5,    0,     1.000,    -0.083,    -0.394,     0.403,     0.403,     0.162,     0.065,    -5
  49,    6,    0,     1.000,     0.000,    -0.303,     0.303,     0.303,     0.092,     0.028,    -5
  49,    7,    0,     1.000,     0.000,    -0.212,     0.212,     0.212,     0.045,     0.010,    -5
  49,    8,    0,     1.000,     0.000,    -0.121,     0.121,     0.121,     0.015,     0.002,    -5
  49,    9,    0,     1.000,     0.000,    -0.030,     0.030,     0.030,     0.001,     0.000,     0
  49,   10,    0,     0.000,     0.083,     0.061,     0.103,     0.103,     0.011,     0.001,     0
  50,    0,    0,     0.000,     0.083,     0.152,     0.173,     0.173,     0.030,     0.005,     0
  50,    1,    0,     0.000,    -0.417,    -0.909,     1.000,     1.000,     1.000,     1.000,    -5
  50,    2,    0,     1.000,    -0.333,    -0.818,     0.883,     0.883,     0.781,     0.690,    -5
  50,    3,    0,     1.000,    -0.250,    -0.727,     0.769,     0.769,     0.591,     0.455,    -5
  50,    4,    0,     1.000,    -0.167,    -0.636,     0.658,     0.658,     0.433,     0.285,    -5
  50,    5,    0,     1.000,    -0.083,    -0.545,     0.552,     0.552,     0.304,     0.168,    -5
  50,    6,    0,     1.000,     0.000,    -0.455,     0.455,     0.455,     0.207,     0.094,    -5
  50,    7,    0,     1.000,     0.000,    -0.364,     0.364,     0.364,     0.132,     0.048,    -5
  50,    8,    0,     1.000,     0.000,    -0.273,     0.273,     0.273,     0.074,     0.020,    -5
  50,    9,    0,     1.000,     0.000,    -0.182,     0.182,     0.182,     0.033,     0.006,     0
  50,   10,    0,     0.000,     0.083,    -0.091,     0.123,     0.123,     0.015,     0.002,     0
  51,    0,    0,     0.000,     0.083,     0.000,     0.083,     0.083,     0.007,     0.001,     0
  51,    1,    0,     0.000,     0.167,    -0.773,     0.790,     0.790,     0.625,     0.494,     0
  51,    2,    0,     0.000,     0.250,    -0.682,     0.726,     0.726,     0.527,     0.383,     0
  51,    3,    0,     0.000,     0.333,    -0.591,     0.678,     0.678,     0.460,     0.312,    -5
  51,    4,    0,     0.000,     0.417,    -0.500,     0.651,     0.651,     0.424,     0.276,    -5
  51,    5,    0,     0.000,     0.500,    -0.409,     0.646,     0.646,     0.417,     0.270,    -5
  51,    6,    0,     0.000,     0.583,    -0.318,     0.664,     0.664,     0.442,     0.293,    -5
  51,    7,    0,     0.000,     0.667,    -0.227,     0.704,     0.704,     0.496,     0.349,    -5
  51,    8,    0,     0.000,     0.750,    -0.136,     0.762,     0.762,     0.581,     0.443,    -5
  51,    9,    0,     0.000,     0.833,    -0.045,     0.835,     0.835,     0.697,     0.581,    -5
  51,   10,    0,     0.000,     0.917,     0.045,     0.918,     0.918,     0.842,     0.773,    -5
  52,    0,    0,     0.000,     1.000,     0.136,     1.009,     1.009,     1.019,     1.028,     0
  52,    1,    0,     0.000,     0.167,    -0.379,     0.414,     0.414,     0.171,     0.071,     0
  52,    2,    0,     0.000,     0.250,    -0.288,     0.381,     0.381,     0.145,     0.055,     0
  52,    3,    0,     0.000,     0.333,    -0.197,     0.387,     0.387,     0.150,     0.058,    -5
  52,    4,    0,     0.000,     0.417,    -0.106,     0.430,     0.430,     0.185,     0.079,    -5
  52,    5,    0,     0.000,     0.500,    -0.015,     0.500,     0.500,     0.250,     0.125,    -5
  52,    6,    0,     0.000,     0.583,     0.076,     0.588,     0.588,     0.346,     0.204,    -5
  52,    7,    0,     0.000,     0.667,     0.167,     0.687,     0.687,     0.472,     0.325,    -5
  52,    8,    0,     0.000,     0.750,     0.258,     0.793,     0.793,     0.629,     0.499,    -5
  52,    9,    0,     0.000,     0.833,     0.348,     0.903,     0.903,     0.816,     0.737,    -5
  52,   10,    0,     0.000,     0.917,     0.439,     1.017,     1.017,     1.033,     1.050,    -5
  53,    0,    0,     0.000,     1.000,     0.530,     1.132,     1.132,     1.281,     1.450,     0
  53,    1,    0,     0.000,    -0.500,    -0.803,     0.946,     0.946,     0.895,     0.847,     0
  53,    2,    0,     0.000,    -0.417,    -0.712,     0.825,     0.825,     0.681,     0.562,    -5
  53,    3,    0,     1.000,    -0.333,    -0.621,     0.705,     0.705,     0.497,     0.350,    -5
  53,    4,    0,     1.000,    -0.250,    -0.530,     0.586,     0.586,     0.344,     0.202,    -5
  53,    5,    0,     1.000,    -0.167,    -0.439,     0.470,     0.470,     0.221,     0.104,    -5
  53,    6,    0,     1.000,    -0.083,    -0.348,     0.358,     0.358,     0.128,     0.046,    -5
  53,    7,    0,     1.000,     0.000,    -0.258,     0.258,     0.258,     0.066,     0.017,    -5
  53,    8,    0,     1.000,     0.000,    -0.167,     0.167,     0.167,     0.028,     0.005,    -5
  53,    9,    0,     1.000,     0.000,    -0.076,     0.076,     0.076,     0.006,     0.000,   995
  54,    0,    0,     1.000,     0.000,    -0.076,     0.076,     0.076,     0.006,     0.000,     0
  54,    1,    0,     0.000,    -0.500,    -0.818,     0.959,     0.959,     0.919,     0.882,     0
  54,    2,    0,     0.000,    -0.417,    -0.727,     0.838,     0.838,     0.703,     0.589,    -5
  54,    3,    0,     1.000,    -0.333,    -0.636,     0.718,     0.718,     0.516,     0.371,    -5
  54,    4,    0,     1.000,    -0.250,    -0.545,     0.600,     0.600,     0.360,     0.216,    -5
  54,    5,    0,     1.000,    -0.167,    -0.455,     0.484,     0.484,     0.234,     0.113,    -5
  54,    6,    0,     1.000,    -0.083,    -0.364,     0.373,     0.373,     0.139,     0.052,    -5
  54,    7,    0,     1.000,     0.000,    -0.273,     0.273,     0.273,     0.074,     0.020,    -5
  54,    8,    0,     1.000,     0.000,    -0.182,     0.182,     0.182,     0.033,     0.006,    -5
